"season","week","kickoff","home_team","home_score","visitors_score","visiting_team","netscore","homewin","date","wiki_home","wiki_visitor","wiki_diff"
2014,1,"2014-09-08T18:10:00-05:00","Lions",35,14,"Giants",21,1,"2014-09-08",53.0075,52.0161,0.991399999999999
2014,1,"2014-09-08T21:20:00-05:00","Cardinals",18,17,"Chargers",1,1,"2014-09-08",43.083,55.9701,-12.8871
2014,2,"2014-09-11T19:25:00-05:00","Ravens",26,6,"Steelers",20,1,"2014-09-11",60.5263,52.8571,7.6692
2014,2,"2014-09-14T12:00:00-05:00","Bengals",24,10,"Falcons",14,1,"2014-09-14",54.7325,48.7973,5.9352
2014,2,"2014-09-14T12:00:00-05:00","Bills",29,10,"Dolphins",19,1,"2014-09-14",28.3154,28.5714,-0.256
2014,2,"2014-09-14T12:00:00-05:00","Browns",26,24,"Saints",2,1,"2014-09-14",29.0323,76,-46.9677
2014,2,"2014-09-14T12:00:00-05:00","Giants",14,25,"Cardinals",-11,0,"2014-09-14",52.0161,43.083,8.9331
2014,2,"2014-09-14T12:00:00-05:00","Panthers",24,7,"Lions",17,1,"2014-09-14",57.3077,53.0075,4.3002
2014,2,"2014-09-14T12:00:00-05:00","Redskins",41,10,"Jaguars",31,1,"2014-09-14",32.7206,15.6,17.1206
2014,2,"2014-09-14T12:00:00-05:00","Titans",10,26,"Cowboys",-16,0,"2014-09-14",14.9635,29.4498,-14.4863
2014,2,"2014-09-14T12:00:00-05:00","Vikings",7,30,"Patriots",-23,0,"2014-09-14",32.2581,83.7037,-51.4456
2014,2,"2014-09-14T15:05:00-05:00","Buccaneers",17,19,"Rams",-2,0,"2014-09-14",31.9392,37.1542,-5.215
2014,2,"2014-09-14T15:05:00-05:00","Chargers",30,21,"Seahawks",9,1,"2014-09-14",55.9701,92.6829,-36.7128
2014,2,"2014-09-14T15:25:00-05:00","Broncos",24,17,"Chiefs",7,1,"2014-09-14",84.7015,53.1136,31.5879
2014,2,"2014-09-14T15:25:00-05:00","Packers",31,24,"Jets",7,1,"2014-09-14",77.4908,31.7647,45.7261
2014,2,"2014-09-14T15:25:00-05:00","Raiders",14,30,"Texans",-16,0,"2014-09-14",25.2918,29.4355,-4.1437
2014,2,"2014-09-14T19:30:00-05:00","49ers",20,28,"Bears",-8,0,"2014-09-14",90.0685,66.5289,23.5396
2014,2,"2014-09-15T19:30:00-05:00","Colts",27,30,"Eagles",-3,0,"2014-09-15",61.7886,71.374,-9.58539999999999
2014,3,"2014-09-18T19:25:00-05:00","Falcons",56,14,"Buccaneers",42,1,"2014-09-18",48.7973,31.9392,16.8581
2014,3,"2014-09-21T12:00:00-05:00","Bengals",33,7,"Titans",26,1,"2014-09-21",54.7325,14.9635,39.769
2014,3,"2014-09-21T12:00:00-05:00","Bills",10,22,"Chargers",-12,0,"2014-09-21",28.3154,55.9701,-27.6547
2014,3,"2014-09-21T12:00:00-05:00","Browns",21,23,"Ravens",-2,0,"2014-09-21",29.0323,60.5263,-31.494
2014,3,"2014-09-21T12:00:00-05:00","Eagles",37,34,"Redskins",3,1,"2014-09-21",71.374,32.7206,38.6534
2014,3,"2014-09-21T12:00:00-05:00","Giants",30,17,"Texans",13,1,"2014-09-21",52.0161,29.4355,22.5806
2014,3,"2014-09-21T12:00:00-05:00","Jaguars",17,44,"Colts",-27,0,"2014-09-21",15.6,61.7886,-46.1886
2014,3,"2014-09-21T12:00:00-05:00","Lions",19,7,"Packers",12,1,"2014-09-21",53.0075,77.4908,-24.4833
2014,3,"2014-09-21T12:00:00-05:00","Patriots",16,9,"Raiders",7,1,"2014-09-21",83.7037,25.2918,58.4119
2014,3,"2014-09-21T12:00:00-05:00","Rams",31,34,"Cowboys",-3,0,"2014-09-21",37.1542,29.4498,7.7044
2014,3,"2014-09-21T12:00:00-05:00","Saints",20,9,"Vikings",11,1,"2014-09-21",76,32.2581,43.7419
2014,3,"2014-09-21T15:05:00-05:00","Cardinals",23,14,"49ers",9,1,"2014-09-21",43.083,90.0685,-46.9855
2014,3,"2014-09-21T15:25:00-05:00","Dolphins",15,34,"Chiefs",-19,0,"2014-09-21",28.5714,53.1136,-24.5422
2014,3,"2014-09-21T15:25:00-05:00","Seahawks",26,20,"Broncos",6,1,"2014-09-21",92.6829,84.7015,7.98140000000001
2014,3,"2014-09-21T19:30:00-05:00","Panthers",19,37,"Steelers",-18,0,"2014-09-21",57.3077,52.8571,4.45059999999999
2014,3,"2014-09-22T19:30:00-05:00","Jets",19,27,"Bears",-8,0,"2014-09-22",31.7647,66.5289,-34.7642
2014,4,"2014-09-25T19:25:00-05:00","Redskins",14,45,"Giants",-31,0,"2014-09-25",32.7206,52.0161,-19.2955
2014,4,"2014-09-28T12:00:00-05:00","Bears",17,38,"Packers",-21,0,"2014-09-28",66.5289,77.4908,-10.9619
2014,4,"2014-09-28T12:00:00-05:00","Colts",41,17,"Titans",24,1,"2014-09-28",61.7886,14.9635,46.8251
2014,4,"2014-09-28T12:00:00-05:00","Jets",17,24,"Lions",-7,0,"2014-09-28",31.7647,53.0075,-21.2428
2014,4,"2014-09-28T12:00:00-05:00","Raiders",14,38,"Dolphins",-24,0,"2014-09-28",25.2918,28.5714,-3.2796
2014,4,"2014-09-28T12:00:00-05:00","Ravens",38,10,"Panthers",28,1,"2014-09-28",60.5263,57.3077,3.2186
2014,4,"2014-09-28T12:00:00-05:00","Steelers",24,27,"Buccaneers",-3,0,"2014-09-28",52.8571,31.9392,20.9179
2014,4,"2014-09-28T12:00:00-05:00","Texans",23,17,"Bills",6,1,"2014-09-28",29.4355,28.3154,1.1201
2014,4,"2014-09-28T15:05:00-05:00","Chargers",33,14,"Jaguars",19,1,"2014-09-28",55.9701,15.6,40.3701
2014,4,"2014-09-28T15:25:00-05:00","49ers",26,21,"Eagles",5,1,"2014-09-28",90.0685,71.374,18.6945
2014,4,"2014-09-28T15:25:00-05:00","Vikings",41,28,"Falcons",13,1,"2014-09-28",32.2581,48.7973,-16.5392
2014,4,"2014-09-28T19:30:00-05:00","Cowboys",38,17,"Saints",21,1,"2014-09-28",29.4498,76,-46.5502
2014,4,"2014-09-29T19:30:00-05:00","Chiefs",41,14,"Patriots",27,1,"2014-09-29",53.1136,83.7037,-30.5901
2014,5,"2014-10-02T19:25:00-05:00","Packers",42,10,"Vikings",32,1,"2014-10-02",77.4908,32.2581,45.2327
2014,5,"2014-10-05T12:00:00-05:00","Colts",20,13,"Ravens",7,1,"2014-10-05",61.7886,60.5263,1.2623
2014,5,"2014-10-05T12:00:00-05:00","Cowboys",20,17,"Texans",3,1,"2014-10-05",29.4498,29.4355,0.0142999999999986
2014,5,"2014-10-05T12:00:00-05:00","Eagles",34,28,"Rams",6,1,"2014-10-05",71.374,37.1542,34.2198
2014,5,"2014-10-05T12:00:00-05:00","Giants",30,20,"Falcons",10,1,"2014-10-05",52.0161,48.7973,3.2188
2014,5,"2014-10-05T12:00:00-05:00","Jaguars",9,17,"Steelers",-8,0,"2014-10-05",15.6,52.8571,-37.2571
2014,5,"2014-10-05T12:00:00-05:00","Lions",14,17,"Bills",-3,0,"2014-10-05",53.0075,28.3154,24.6921
2014,5,"2014-10-05T12:00:00-05:00","Panthers",31,24,"Bears",7,1,"2014-10-05",57.3077,66.5289,-9.2212
2014,5,"2014-10-05T12:00:00-05:00","Saints",37,31,"Buccaneers",6,1,"2014-10-05",76,31.9392,44.0608
2014,5,"2014-10-05T12:00:00-05:00","Titans",28,29,"Browns",-1,0,"2014-10-05",14.9635,29.0323,-14.0688
2014,5,"2014-10-05T15:05:00-05:00","Broncos",41,20,"Cardinals",21,1,"2014-10-05",84.7015,43.083,41.6185
2014,5,"2014-10-05T15:25:00-05:00","49ers",22,17,"Chiefs",5,1,"2014-10-05",90.0685,53.1136,36.9549
2014,5,"2014-10-05T15:25:00-05:00","Chargers",31,0,"Jets",31,1,"2014-10-05",55.9701,31.7647,24.2054
2014,5,"2014-10-05T19:30:00-05:00","Patriots",43,17,"Bengals",26,1,"2014-10-05",83.7037,54.7325,28.9712
2014,5,"2014-10-06T19:30:00-05:00","Redskins",17,27,"Seahawks",-10,0,"2014-10-06",32.7206,92.6829,-59.9623
2014,6,"2014-10-09T19:25:00-05:00","Texans",28,33,"Colts",-5,0,"2014-10-09",29.4355,61.7886,-32.3531
2014,6,"2014-10-12T12:00:00-05:00","Bengals",37,37,"Panthers",0,0,"2014-10-12",54.7325,57.3077,-2.5752
2014,6,"2014-10-12T12:00:00-05:00","Bills",22,37,"Patriots",-15,0,"2014-10-12",28.3154,83.7037,-55.3883
2014,6,"2014-10-12T12:00:00-05:00","Browns",31,10,"Steelers",21,1,"2014-10-12",29.0323,52.8571,-23.8248
2014,6,"2014-10-12T12:00:00-05:00","Buccaneers",17,48,"Ravens",-31,0,"2014-10-12",31.9392,60.5263,-28.5871
2014,6,"2014-10-12T12:00:00-05:00","Dolphins",24,27,"Packers",-3,0,"2014-10-12",28.5714,77.4908,-48.9194
2014,6,"2014-10-12T12:00:00-05:00","Falcons",13,27,"Bears",-14,0,"2014-10-12",48.7973,66.5289,-17.7316
2014,6,"2014-10-12T12:00:00-05:00","Jets",17,31,"Broncos",-14,0,"2014-10-12",31.7647,84.7015,-52.9368
2014,6,"2014-10-12T12:00:00-05:00","Titans",16,14,"Jaguars",2,1,"2014-10-12",14.9635,15.6,-0.6365
2014,6,"2014-10-12T12:00:00-05:00","Vikings",3,17,"Lions",-14,0,"2014-10-12",32.2581,53.0075,-20.7494
2014,6,"2014-10-12T15:05:00-05:00","Raiders",28,31,"Chargers",-3,0,"2014-10-12",25.2918,55.9701,-30.6783
2014,6,"2014-10-12T15:25:00-05:00","Cardinals",30,20,"Redskins",10,1,"2014-10-12",43.083,32.7206,10.3624
2014,6,"2014-10-12T15:25:00-05:00","Seahawks",23,30,"Cowboys",-7,0,"2014-10-12",92.6829,29.4498,63.2331
2014,6,"2014-10-12T19:30:00-05:00","Eagles",27,0,"Giants",27,1,"2014-10-12",71.374,52.0161,19.3579
2014,6,"2014-10-13T19:30:00-05:00","Rams",17,31,"49ers",-14,0,"2014-10-13",37.1542,90.0685,-52.9143
2014,7,"2014-10-16T19:25:00-05:00","Patriots",27,25,"Jets",2,1,"2014-10-16",83.7037,31.7647,51.939
2014,7,"2014-10-19T12:00:00-05:00","Bears",14,27,"Dolphins",-13,0,"2014-10-19",66.5289,28.5714,37.9575
2014,7,"2014-10-19T12:00:00-05:00","Bills",17,16,"Vikings",1,1,"2014-10-19",28.3154,32.2581,-3.9427
2014,7,"2014-10-19T12:00:00-05:00","Colts",27,0,"Bengals",27,1,"2014-10-19",61.7886,54.7325,7.0561
2014,7,"2014-10-19T12:00:00-05:00","Jaguars",24,6,"Browns",18,1,"2014-10-19",15.6,29.0323,-13.4323
2014,7,"2014-10-19T12:00:00-05:00","Lions",24,23,"Saints",1,1,"2014-10-19",53.0075,76,-22.9925
2014,7,"2014-10-19T12:00:00-05:00","Packers",38,17,"Panthers",21,1,"2014-10-19",77.4908,57.3077,20.1831
2014,7,"2014-10-19T12:00:00-05:00","Rams",28,26,"Seahawks",2,1,"2014-10-19",37.1542,92.6829,-55.5287
2014,7,"2014-10-19T12:00:00-05:00","Ravens",29,7,"Falcons",22,1,"2014-10-19",60.5263,48.7973,11.729
2014,7,"2014-10-19T12:00:00-05:00","Redskins",19,17,"Titans",2,1,"2014-10-19",32.7206,14.9635,17.7571
2014,7,"2014-10-19T15:05:00-05:00","Chargers",20,23,"Chiefs",-3,0,"2014-10-19",55.9701,53.1136,2.8565
2014,7,"2014-10-19T15:25:00-05:00","Cowboys",31,21,"Giants",10,1,"2014-10-19",29.4498,52.0161,-22.5663
2014,7,"2014-10-19T15:25:00-05:00","Raiders",13,24,"Cardinals",-11,0,"2014-10-19",25.2918,43.083,-17.7912
2014,7,"2014-10-19T19:30:00-05:00","Broncos",42,17,"49ers",25,1,"2014-10-19",84.7015,90.0685,-5.367
2014,7,"2014-10-20T19:30:00-05:00","Steelers",30,23,"Texans",7,1,"2014-10-20",52.8571,29.4355,23.4216
2014,8,"2014-10-23T19:25:00-05:00","Broncos",35,21,"Chargers",14,1,"2014-10-23",84.7015,55.9701,28.7314
2014,8,"2014-10-26T12:00:00-05:00","Bengals",27,24,"Ravens",3,1,"2014-10-26",54.7325,60.5263,-5.7938
2014,8,"2014-10-26T12:00:00-05:00","Buccaneers",13,19,"Vikings",-6,0,"2014-10-26",31.9392,32.2581,-0.318899999999999
2014,8,"2014-10-26T12:00:00-05:00","Chiefs",34,7,"Rams",27,1,"2014-10-26",53.1136,37.1542,15.9594
2014,8,"2014-10-26T12:00:00-05:00","Falcons",21,22,"Lions",-1,0,"2014-10-26",48.7973,53.0075,-4.2102
2014,8,"2014-10-26T12:00:00-05:00","Jaguars",13,27,"Dolphins",-14,0,"2014-10-26",15.6,28.5714,-12.9714
2014,8,"2014-10-26T12:00:00-05:00","Jets",23,43,"Bills",-20,0,"2014-10-26",31.7647,28.3154,3.4493
2014,8,"2014-10-26T12:00:00-05:00","Panthers",9,13,"Seahawks",-4,0,"2014-10-26",57.3077,92.6829,-35.3752
2014,8,"2014-10-26T12:00:00-05:00","Patriots",51,23,"Bears",28,1,"2014-10-26",83.7037,66.5289,17.1748
2014,8,"2014-10-26T12:00:00-05:00","Titans",16,30,"Texans",-14,0,"2014-10-26",14.9635,29.4355,-14.472
2014,8,"2014-10-26T15:05:00-05:00","Cardinals",24,20,"Eagles",4,1,"2014-10-26",43.083,71.374,-28.291
2014,8,"2014-10-26T15:25:00-05:00","Browns",23,13,"Raiders",10,1,"2014-10-26",29.0323,25.2918,3.7405
2014,8,"2014-10-26T15:25:00-05:00","Steelers",51,34,"Colts",17,1,"2014-10-26",52.8571,61.7886,-8.9315
2014,8,"2014-10-26T19:30:00-05:00","Saints",44,23,"Packers",21,1,"2014-10-26",76,77.4908,-1.49079999999999
2014,8,"2014-10-27T19:30:00-05:00","Cowboys",17,20,"Redskins",-3,0,"2014-10-27",29.4498,32.7206,-3.2708
2014,9,"2014-10-30T19:25:00-05:00","Panthers",10,28,"Saints",-18,0,"2014-10-30",57.3077,76,-18.6923
2014,9,"2014-11-02T12:00:00-05:00","Bengals",33,23,"Jaguars",10,1,"2014-11-02",54.7325,15.6,39.1325
2014,9,"2014-11-02T12:00:00-05:00","Browns",22,17,"Buccaneers",5,1,"2014-11-02",29.0323,31.9392,-2.9069
2014,9,"2014-11-02T12:00:00-05:00","Chiefs",24,10,"Jets",14,1,"2014-11-02",53.1136,31.7647,21.3489
2014,9,"2014-11-02T12:00:00-05:00","Cowboys",17,28,"Cardinals",-11,0,"2014-11-02",29.4498,43.083,-13.6332
2014,9,"2014-11-02T12:00:00-05:00","Dolphins",37,0,"Chargers",37,1,"2014-11-02",28.5714,55.9701,-27.3987
2014,9,"2014-11-02T12:00:00-05:00","Texans",21,31,"Eagles",-10,0,"2014-11-02",29.4355,71.374,-41.9385
2014,9,"2014-11-02T12:00:00-05:00","Vikings",29,26,"Redskins",3,1,"2014-11-02",32.2581,32.7206,-0.462499999999999
2014,9,"2014-11-02T15:05:00-05:00","49ers",10,13,"Rams",-3,0,"2014-11-02",90.0685,37.1542,52.9143
2014,9,"2014-11-02T15:25:00-05:00","Patriots",43,21,"Broncos",22,1,"2014-11-02",83.7037,84.7015,-0.997799999999998
2014,9,"2014-11-02T15:25:00-05:00","Seahawks",30,24,"Raiders",6,1,"2014-11-02",92.6829,25.2918,67.3911
2014,9,"2014-11-02T19:30:00-05:00","Steelers",43,23,"Ravens",20,1,"2014-11-02",52.8571,60.5263,-7.6692
2014,9,"2014-11-03T19:30:00-06:00","Giants",24,40,"Colts",-16,0,"2014-11-03",52.0161,61.7886,-9.7725
2014,10,"2014-11-06T19:25:00-06:00","Bengals",3,24,"Browns",-21,0,"2014-11-06",54.7325,29.0323,25.7002
2014,10,"2014-11-09T12:00:00-06:00","Bills",13,17,"Chiefs",-4,0,"2014-11-09",28.3154,53.1136,-24.7982
2014,10,"2014-11-09T12:00:00-06:00","Buccaneers",17,27,"Falcons",-10,0,"2014-11-09",31.9392,48.7973,-16.8581
2014,10,"2014-11-09T12:00:00-06:00","Jaguars",17,31,"Cowboys",-14,0,"2014-11-09",15.6,29.4498,-13.8498
2014,10,"2014-11-09T12:00:00-06:00","Jets",20,13,"Steelers",7,1,"2014-11-09",31.7647,52.8571,-21.0924
2014,10,"2014-11-09T12:00:00-06:00","Lions",20,16,"Dolphins",4,1,"2014-11-09",53.0075,28.5714,24.4361
2014,10,"2014-11-09T12:00:00-06:00","Ravens",21,7,"Titans",14,1,"2014-11-09",60.5263,14.9635,45.5628
2014,10,"2014-11-09T12:00:00-06:00","Saints",24,27,"49ers",-3,0,"2014-11-09",76,90.0685,-14.0685
2014,10,"2014-11-09T15:05:00-06:00","Raiders",17,41,"Broncos",-24,0,"2014-11-09",25.2918,84.7015,-59.4097
2014,10,"2014-11-09T15:25:00-06:00","Cardinals",31,14,"Rams",17,1,"2014-11-09",43.083,37.1542,5.9288
2014,10,"2014-11-09T15:25:00-06:00","Seahawks",38,17,"Giants",21,1,"2014-11-09",92.6829,52.0161,40.6668
2014,10,"2014-11-09T19:30:00-06:00","Packers",55,14,"Bears",41,1,"2014-11-09",77.4908,66.5289,10.9619
2014,10,"2014-11-10T19:30:00-06:00","Eagles",45,21,"Panthers",24,1,"2014-11-10",71.374,57.3077,14.0663
2014,11,"2014-11-13T19:25:00-06:00","Dolphins",22,9,"Bills",13,1,"2014-11-13",28.5714,28.3154,0.256
2014,11,"2014-11-16T12:00:00-06:00","Bears",21,13,"Vikings",8,1,"2014-11-16",66.5289,32.2581,34.2708
2014,11,"2014-11-16T12:00:00-06:00","Browns",7,23,"Texans",-16,0,"2014-11-16",29.0323,29.4355,-0.403200000000002
2014,11,"2014-11-16T12:00:00-06:00","Chiefs",24,20,"Seahawks",4,1,"2014-11-16",53.1136,92.6829,-39.5693
2014,11,"2014-11-16T12:00:00-06:00","Giants",10,16,"49ers",-6,0,"2014-11-16",52.0161,90.0685,-38.0524
2014,11,"2014-11-16T12:00:00-06:00","Packers",53,20,"Eagles",33,1,"2014-11-16",77.4908,71.374,6.1168
2014,11,"2014-11-16T12:00:00-06:00","Panthers",17,19,"Falcons",-2,0,"2014-11-16",57.3077,48.7973,8.5104
2014,11,"2014-11-16T12:00:00-06:00","Rams",22,7,"Broncos",15,1,"2014-11-16",37.1542,84.7015,-47.5473
2014,11,"2014-11-16T12:00:00-06:00","Redskins",7,27,"Buccaneers",-20,0,"2014-11-16",32.7206,31.9392,0.781399999999998
2014,11,"2014-11-16T12:00:00-06:00","Saints",10,27,"Bengals",-17,0,"2014-11-16",76,54.7325,21.2675
2014,11,"2014-11-16T15:05:00-06:00","Chargers",13,6,"Raiders",7,1,"2014-11-16",55.9701,25.2918,30.6783
2014,11,"2014-11-16T15:25:00-06:00","Cardinals",14,6,"Lions",8,1,"2014-11-16",43.083,53.0075,-9.9245
2014,11,"2014-11-16T19:30:00-06:00","Colts",20,42,"Patriots",-22,0,"2014-11-16",61.7886,83.7037,-21.9151
2014,11,"2014-11-17T19:30:00-06:00","Titans",24,27,"Steelers",-3,0,"2014-11-17",14.9635,52.8571,-37.8936
2014,12,"2014-11-20T19:25:00-06:00","Raiders",24,20,"Chiefs",4,1,"2014-11-20",25.2918,53.1136,-27.8218
2014,12,"2014-11-23T12:00:00-06:00","Bears",21,13,"Buccaneers",8,1,"2014-11-23",66.5289,31.9392,34.5897
2014,12,"2014-11-23T12:00:00-06:00","Bills",38,3,"Jets",35,1,"2014-11-23",28.3154,31.7647,-3.4493
2014,12,"2014-11-23T12:00:00-06:00","Colts",23,3,"Jaguars",20,1,"2014-11-23",61.7886,15.6,46.1886
2014,12,"2014-11-23T12:00:00-06:00","Eagles",43,24,"Titans",19,1,"2014-11-23",71.374,14.9635,56.4105
2014,12,"2014-11-23T12:00:00-06:00","Falcons",24,26,"Browns",-2,0,"2014-11-23",48.7973,29.0323,19.765
2014,12,"2014-11-23T12:00:00-06:00","Patriots",34,9,"Lions",25,1,"2014-11-23",83.7037,53.0075,30.6962
2014,12,"2014-11-23T12:00:00-06:00","Texans",13,22,"Bengals",-9,0,"2014-11-23",29.4355,54.7325,-25.297
2014,12,"2014-11-23T12:00:00-06:00","Vikings",21,24,"Packers",-3,0,"2014-11-23",32.2581,77.4908,-45.2327
2014,12,"2014-11-23T15:05:00-06:00","Chargers",27,24,"Rams",3,1,"2014-11-23",55.9701,37.1542,18.8159
2014,12,"2014-11-23T15:05:00-06:00","Seahawks",19,3,"Cardinals",16,1,"2014-11-23",92.6829,43.083,49.5999
2014,12,"2014-11-23T15:25:00-06:00","49ers",17,13,"Redskins",4,1,"2014-11-23",90.0685,32.7206,57.3479
2014,12,"2014-11-23T15:25:00-06:00","Broncos",39,36,"Dolphins",3,1,"2014-11-23",84.7015,28.5714,56.1301
2014,12,"2014-11-23T19:30:00-06:00","Giants",28,31,"Cowboys",-3,0,"2014-11-23",52.0161,29.4498,22.5663
2014,12,"2014-11-24T19:30:00-06:00","Saints",27,34,"Ravens",-7,0,"2014-11-24",76,60.5263,15.4737
2014,13,"2014-11-27T15:30:00-06:00","Cowboys",10,33,"Eagles",-23,0,"2014-11-27",29.4498,71.374,-41.9242
2014,13,"2014-11-27T19:30:00-06:00","49ers",3,19,"Seahawks",-16,0,"2014-11-27",90.0685,92.6829,-2.6144
2014,13,"2014-11-27T23:30:00-06:00","Lions",34,17,"Bears",17,1,"2014-11-27",53.0075,66.5289,-13.5214
2014,13,"2014-11-30T12:00:00-06:00","Bills",26,10,"Browns",16,1,"2014-11-30",28.3154,29.0323,-0.716899999999999
2014,13,"2014-11-30T12:00:00-06:00","Buccaneers",13,14,"Bengals",-1,0,"2014-11-30",31.9392,54.7325,-22.7933
2014,13,"2014-11-30T12:00:00-06:00","Colts",49,27,"Redskins",22,1,"2014-11-30",61.7886,32.7206,29.068
2014,13,"2014-11-30T12:00:00-06:00","Jaguars",25,24,"Giants",1,1,"2014-11-30",15.6,52.0161,-36.4161
2014,13,"2014-11-30T12:00:00-06:00","Rams",52,0,"Raiders",52,1,"2014-11-30",37.1542,25.2918,11.8624
2014,13,"2014-11-30T12:00:00-06:00","Ravens",33,34,"Chargers",-1,0,"2014-11-30",60.5263,55.9701,4.5562
2014,13,"2014-11-30T12:00:00-06:00","Steelers",32,35,"Saints",-3,0,"2014-11-30",52.8571,76,-23.1429
2014,13,"2014-11-30T12:00:00-06:00","Texans",45,21,"Titans",24,1,"2014-11-30",29.4355,14.9635,14.472
2014,13,"2014-11-30T12:00:00-06:00","Vikings",31,13,"Panthers",18,1,"2014-11-30",32.2581,57.3077,-25.0496
2014,13,"2014-11-30T15:05:00-06:00","Falcons",29,18,"Cardinals",11,1,"2014-11-30",48.7973,43.083,5.7143
2014,13,"2014-11-30T15:25:00-06:00","Packers",26,21,"Patriots",5,1,"2014-11-30",77.4908,83.7037,-6.2129
2014,13,"2014-11-30T19:30:00-06:00","Chiefs",16,29,"Broncos",-13,0,"2014-11-30",53.1136,84.7015,-31.5879
2014,13,"2014-12-01T19:30:00-06:00","Jets",13,16,"Dolphins",-3,0,"2014-12-01",31.7647,28.5714,3.1933
2014,14,"2014-12-04T19:25:00-06:00","Bears",28,41,"Cowboys",-13,0,"2014-12-04",66.5289,29.4498,37.0791
2014,14,"2014-12-07T12:00:00-06:00","Bengals",21,42,"Steelers",-21,0,"2014-12-07",54.7325,52.8571,1.8754
2014,14,"2014-12-07T12:00:00-06:00","Browns",24,25,"Colts",-1,0,"2014-12-07",29.0323,61.7886,-32.7563
2014,14,"2014-12-07T12:00:00-06:00","Dolphins",13,28,"Ravens",-15,0,"2014-12-07",28.5714,60.5263,-31.9549
2014,14,"2014-12-07T12:00:00-06:00","Jaguars",13,27,"Texans",-14,0,"2014-12-07",15.6,29.4355,-13.8355
2014,14,"2014-12-07T12:00:00-06:00","Lions",34,17,"Buccaneers",17,1,"2014-12-07",53.0075,31.9392,21.0683
2014,14,"2014-12-07T12:00:00-06:00","Redskins",0,24,"Rams",-24,0,"2014-12-07",32.7206,37.1542,-4.43360000000001
2014,14,"2014-12-07T12:00:00-06:00","Saints",10,41,"Panthers",-31,0,"2014-12-07",76,57.3077,18.6923
2014,14,"2014-12-07T12:00:00-06:00","Titans",7,36,"Giants",-29,0,"2014-12-07",14.9635,52.0161,-37.0526
2014,14,"2014-12-07T12:00:00-06:00","Vikings",30,24,"Jets",6,1,"2014-12-07",32.2581,31.7647,0.493399999999998
2014,14,"2014-12-07T15:05:00-06:00","Broncos",24,17,"Bills",7,1,"2014-12-07",84.7015,28.3154,56.3861
2014,14,"2014-12-07T15:05:00-06:00","Cardinals",17,14,"Chiefs",3,1,"2014-12-07",43.083,53.1136,-10.0306
2014,14,"2014-12-07T15:25:00-06:00","Eagles",14,24,"Seahawks",-10,0,"2014-12-07",71.374,92.6829,-21.3089
2014,14,"2014-12-07T15:25:00-06:00","Raiders",24,13,"49ers",11,1,"2014-12-07",25.2918,90.0685,-64.7767
2014,14,"2014-12-07T19:30:00-06:00","Chargers",14,23,"Patriots",-9,0,"2014-12-07",55.9701,83.7037,-27.7336
2014,14,"2014-12-08T19:30:00-06:00","Packers",43,37,"Falcons",6,1,"2014-12-08",77.4908,48.7973,28.6935
2014,15,"2014-12-11T19:25:00-06:00","Rams",6,12,"Cardinals",-6,0,"2014-12-11",37.1542,43.083,-5.9288
2014,15,"2014-12-14T12:00:00-06:00","Bills",21,13,"Packers",8,1,"2014-12-14",28.3154,77.4908,-49.1754
2014,15,"2014-12-14T12:00:00-06:00","Browns",0,30,"Bengals",-30,0,"2014-12-14",29.0323,54.7325,-25.7002
2014,15,"2014-12-14T12:00:00-06:00","Chiefs",31,13,"Raiders",18,1,"2014-12-14",53.1136,25.2918,27.8218
2014,15,"2014-12-14T12:00:00-06:00","Colts",17,10,"Texans",7,1,"2014-12-14",61.7886,29.4355,32.3531
2014,15,"2014-12-14T12:00:00-06:00","Falcons",20,27,"Steelers",-7,0,"2014-12-14",48.7973,52.8571,-4.0598
2014,15,"2014-12-14T12:00:00-06:00","Giants",24,13,"Redskins",11,1,"2014-12-14",52.0161,32.7206,19.2955
2014,15,"2014-12-14T12:00:00-06:00","Lions",16,14,"Vikings",2,1,"2014-12-14",53.0075,32.2581,20.7494
2014,15,"2014-12-14T12:00:00-06:00","Panthers",19,17,"Buccaneers",2,1,"2014-12-14",57.3077,31.9392,25.3685
2014,15,"2014-12-14T12:00:00-06:00","Patriots",41,13,"Dolphins",28,1,"2014-12-14",83.7037,28.5714,55.1323
2014,15,"2014-12-14T12:00:00-06:00","Ravens",20,12,"Jaguars",8,1,"2014-12-14",60.5263,15.6,44.9263
2014,15,"2014-12-14T15:05:00-06:00","Chargers",10,22,"Broncos",-12,0,"2014-12-14",55.9701,84.7015,-28.7314
2014,15,"2014-12-14T15:05:00-06:00","Titans",11,16,"Jets",-5,0,"2014-12-14",14.9635,31.7647,-16.8012
2014,15,"2014-12-14T15:25:00-06:00","Seahawks",17,7,"49ers",10,1,"2014-12-14",92.6829,90.0685,2.6144
2014,15,"2014-12-14T19:30:00-06:00","Eagles",27,38,"Cowboys",-11,0,"2014-12-14",71.374,29.4498,41.9242
2014,15,"2014-12-15T19:30:00-06:00","Bears",15,31,"Saints",-16,0,"2014-12-15",66.5289,76,-9.47110000000001
2014,16,"2014-12-18T19:25:00-06:00","Jaguars",21,13,"Titans",8,1,"2014-12-18",15.6,14.9635,0.6365
2014,16,"2014-12-20T15:30:00-06:00","49ers",35,38,"Chargers",-3,0,"2014-12-20",90.0685,55.9701,34.0984
2014,16,"2014-12-20T15:30:00-06:00","Redskins",27,24,"Eagles",3,1,"2014-12-20",32.7206,71.374,-38.6534
